id,키워드,url,date,year,content,user,replyCount,"Pesan yang dikirim dengan isyarat lisan/non-lisan dan gerakan tidak selalu menghasilkan hasil yang sesuai dengan yang dimaksudkan oleh pengirim, membawa arti dan wawasan yang sama sekali berbeda terhadap konsep yang dikirim. Oleh karena itu, distorsi terjadi ketika audiens tidak dapat memahami konsep memiliki sudut pandang yang berbeda terhadap kesimpulan itu sendiri. Distorsi tersebut dapat disebabkan oleh usia, jenis kelamin, agama, ras, pandangan politik, etnis, kelas, budaya, dan suasana hati di mana audiens menerima pesan, dan sebagainya.",likeCount,quoteCount,contentLen
1379,,https://twitter.com/AnnRinnesia/status/1676026603204403201,"9.34 AM · 4 Jul 2023",2023,Kim Eun-sil masih jadi perempuan paling kuat di sini. I salute u!,@AnnRinnesia,1,0,0,0,65
1380,,https://twitter.com/AnnRinnesia/status/1676032450835906560,9.57 AM · 4 Jul 2023,2023,"And I know then, Dae-hyeon pria yang bisa menghormati hak-hak perempuan dan tidak memaksakan perempuannya untuk melakukan sesuatu. 

Then, what's wrong from woman with children drinking coffee? Kopi hak semua orang ☕",@AnnRinnesia,1,0,0,0,218
1381,,https://twitter.com/AnnRinnesia/status/1676078982020870144,1.02 PM · 4 Jul 2023,2023,"Ah I see. POV dari Psikiaternya Ji-Yeong yang juga laki-laki. 

Even jadi psikiater, nggak ada yang tahu memang hidup manusia seperti apa. Karena psikiater juga manusia, bukan cenayang.",@AnnRinnesia,1,0,0,0,187
1382,,https://twitter.com/AnnRinnesia/status/1676079254965227520,"1.03 PM · 4 Jul 2023",2023,"Istrinya psikiater ngingetin gue sama pacar gue yang bisa ngabisin soal olimpiade matematika waktu SMA. 

He can teach me too.",@AnnRinnesia,1,0,0,0,128
1383,,https://twitter.com/AnnRinnesia/status/1676080416892276736,"1.08 PM · 4 Jul 2023",2023,"Aku sudah di penghujung buku. 

Gue lebih percaya perempuan yang menulis feminisme dibanding laki-laki yang menulis keperempuanan. Meskipun feminisme sendiri juga bisa cut-off toxic masculinity.

Seperti memutus patriarki domestik contohnya? 

",@AnnRinnesia,1,0,0,0,244
1384,,https://twitter.com/AnnRinnesia/status/1676080526808186880,1.08 PM · 4 Jul 2023,2023,Laki-laki juga punya kewajiban untuk mengurus isi rumah dan bukan hanya diam.,@AnnRinnesia,1,0,0,0,77
1385,,https://twitter.com/AnnRinnesia/status/1676082286994006016,"1.15 PM · 4 Jul 2023",2023,"Apresiasi juga halaman yang nggak pernah gue skip dari Kim Go Yeon-ju, Sarjana Kajian Perempuan. 

Karena memang apa yang dibilang tuh bener, beberapa kejadian yang ada di Novel Kim Ji-yeong Born in 1982 ini memang terjadi secara universal, dan di Korea pun banyak orang-orang yang misoginis. ",@AnnRinnesia,1,0,0,0,293
1386,,https://twitter.com/AnnRinnesia/status/1676083121857646592,1.18 PM · 4 Jul 2023,2023,"Jangankan Korea, di sini aja banyak kok.

Ada yang bilang perempuan melakukan semua pekerjaan rumah itu bare minimum dan laki-laki yang mengerjakan rumah selalu dapat pujian lelaki yang sangat luar biasa.

Padahal pria mengerjakan pekerjaan rumah juga bare minimum",@AnnRinnesia,1,0,0,0,268
1387,,https://twitter.com/AnnRinnesia/status/1676084907511013377,1.25 PM · 4 Jul 2023,2023,"dan ya, many of us as a women, lost our voice, lost our name. Tapi kita cuma bisa diam. Kim Ji-yeong salah satunya. 

Kalo kata temenku: kalo kita diem terus pas keadaan nggak baik-baik saja, kapan revolusinya? 

Apa yang Ji-yeong rasain itu masih banyak terjadi.",@AnnRinnesia,1,0,0,0,267
1388,,https://twitter.com/AnnRinnesia/status/1676085896767229952,1.29 PM · 4 Jul 2023,2023,"Berapa banyak korban dari kekerasan atau pelecehan seksual yang belum melapor sampai detik ini karena takut dengan orang-orang misoginis yang melakukan victim blaming?

And that's count",@AnnRinnesia,1,0,0,0,185
1389,,https://twitter.com/AnnRinnesia/status/1676086727327518720,"1.33 PM · 4 Jul 2023",2023,"Perempuan yang sudah menikah dan baru saja melahirkan pun punya Postpartum Depression ataupun Baby Blues yang bahkan kalo dipikir berat pun berat. 

Mereka juga masih punya hak seperti anak gadis, mau mereka jalan-jalan, mampir ke Coffee Shop, itu hak mereka dan pastinya mereka",@AnnRinnesia,1,0,0,0,280
1390,,https://twitter.com/AnnRinnesia/status/1676087015283240960,"1.34 PM · 4 Jul 2023",2023,"sudah memperhitungkan segala biaya yang mereka keluarkan. 

Kenapa pria yang sudah menikah dan punya anak sah-sah saja untuk ke Coffee Shop dan perempuan malah dilihat seperti serangga?",@AnnRinnesia,1,0,0,0,187
1391,,https://twitter.com/AnnRinnesia/status/1676087784392777728,"1.37 PM · 4 Jul 2023
",2023,"Patriarki bisa dihapus dengan menghapus istilahnya, namun apakah setelah kata patriarki dihapus masalah selesai? 

Itu perlunya equality. Gue nggak maksa pandangan orang, tapi dalam konteks buku ini, perempuan itu juga punya hak yang sama atas dirinya sendiri, women also human.",@AnnRinnesia,1,0,0,0,280
1392,,https://twitter.com/AnnRinnesia/status/1676099422235820038,"2.23 PM · 4 Jul 2023",2023,"Review by Anncchive alias __librariann

I have lot thoughts about this book. About Ji-yeong, her family, her friend, the environments, and inequality. Buku ini oke untuk mereka yang sekiranya mau beralih dari fiksi ke fiksi yang berlatar isu khususnya feminisme and then it",@AnnRinnesia,1,0,0,0,275
1393,,https://twitter.com/AnnRinnesia/status/1676099519782739968,2.24 PM · 4 Jul 2023,2023,"written by woman, I think that no one can't deny if this one of the best Feminism Book. 

But I have some thought. About the great man was a man yang nurut-nurut aja. Karena gimana ya, di sini memang lebih banyak dibahas perempuan dan laki-laki dibiarkan implisit, padahal kalo",@AnnRinnesia,1,0,0,0,279
1394,,https://twitter.com/AnnRinnesia/status/1676099603064823814,2.24 PM · 4 Jul 2023,2023,"dari pandangan sendiri, seharusnya pria juga bisa bantu membela.  

Overall ceritanya realistis, karena Ji-yeong itu bener-bener gambaran perempuan saat ini. Perempuan di tengah era modern, dengan patriarki dan misoginis yang bisa dibilang banyak relate. Relate di sini, di mana",@AnnRinnesia,1,0,0,0,280
1395,,https://twitter.com/AnnRinnesia/status/1676099672358920193,"2.24 PM · 4 Jul 2023",2023,"akhirnya lelaki selalu didahulukan dibandingkan dengan perempuan. Tapi banyak juga teman-teman perempuan Ji-yeong yang akhirnya menghidupkan cerita, seperti women power di kelasnya Ji-yeong melawan Burberry Man dan Kim Eun-sil yang melompat dengan membuat perusahaan sendiri",@AnnRinnesia,1,0,0,0,274
1396,,https://twitter.com/AnnRinnesia/status/1676099758929383429,2.24 PM · 4 Jul 2023,2023,"bersama rekan-rekan perempuannya. Seharusnya perempuan juga saling dukung, seperti apa yang dilakukan seorang Ibu di bis terhadap Ji-yeong yang dikuntit. And this book has power for the Feminism Nowadays Era meski yang dibahas Feminisme Gelombang Ketiga.",@AnnRinnesia,1,0,0,0,254
1397,,https://twitter.com/AnnRinnesia/status/1676099797491793923,2.25 PM · 4 Jul 2023,2023,"# Kim Ji-Yeong, Lahir 1982
# 1/7/2023 ~ 4/7/2023
# 4.5 / 5.0",@AnnRinnesia,1,0,0,0,62
1398,,https://twitter.com/AnnRinnesia/status/1676100620858822656,"2.28 PM · 4 Jul 2023",2023,"Aku menyediakan lapak diskusi, ayo diskusi feminisme",@AnnRinnesia,0,0,0,0,52
1399,,https://twitter.com/dinday6_/status/1683441653342953474,"8.39 PM · 24 Jul 2023",2023,"Review Buku - Kim Ji Young, Born 1982 a.k.a Kim Ji Yeong, Lahir Tahun 1982

[A Thread]

#IndonesiaHallyuBookFestival 
#IHBFxLTIKorea #Klit
#Klit #review_k_literature 

[ izin tag: 
@tiantiareum
 
@msisiliap_
 @HerePihu ]",@dinday6_,2,6,6,0,232
1400,,https://twitter.com/dinday6_/status/1683441659693105153,"8.39 PM · 24 Jul 2023",2023,"What I like the most about ‘Kim Ji-Young, Born 1982' is that this book is not only the straight-forward and “cuts you into bleeding” — nearly an empty feeling for me honestly after my first experience, but it will also heal you beautifully (in an unexpected way of realization)",@dinday6_,1,0,0,0,277
1401,,https://twitter.com/dinday6_/status/1683441663363153922,8.39 PM · 24 Jul 2023,2023,"Note: this is my second time reading this book. So instead of tears, I hope I will find another great insight that might have been missed before because I was busy crying.",@dinday6_,1,0,0,0,171
1402,,https://twitter.com/dinday6_/status/1683441668018802689,"8.39 PM · 24 Jul 2023",2023,"Disclaimer:
There are six parts, and I’ll write the review as per each part:
[1] Autumn, 2015
[2] Childhood, 1982–1994
[3] Adolescence, 1995–2000
[4] Early Adulthood, 2001–2011
[5] Marriage, 2012–2015
[6] 2016",@dinday6_,1,0,0,0,216
1403,,https://twitter.com/dinday6_/status/1683441674972979201,"8.39 PM · 24 Jul 2023",2023,"Disclaimer 2:

I wrote the review in English, not Bahasa Indonesia, since I wanted to practice my writing skills for my future goals. I hope whoever reads this can still enjoy it.",@dinday6_,1,0,0,0,181
1404,,https://twitter.com/dinday6_/status/1683441684137541633,"8.39 PM · 24 Jul 2023
",2023,"[1st Part: Autumn, 2015]

‘Autumn, 2015’ is a savoury appetizer for those who couldn’t wait for the main dishes.

Link: https://tinyurl.com/kmjyautumn2015",@dinday6_,1,1,1,0,158
1405,,https://twitter.com/dinday6_/status/1688036104342261760,"12.55 PM · 6 Agt 2023
",2023,"[2nd Part: Childhood, 1982-1994]

Kim Ji Young, Born 1982

“watching Kim Ji Young live as a child –but it’s not about the vacation to the amusement park.”

#IHBFestival #IHBC
#IndonesiaHallyuBookFestival
#IHBFxLTIKorea #Klit
#review_k_literature",@dinday6_,0,1,1,0,254
1406,,https://twitter.com/H4_n02/status/1708105067759604077,"10.02 PM · 30 Sep 2023",2023,"Kim Ji Yeong born 1982
Reading progress 

@imyourhopech__
 
@lanicolecky
 
@soontobesukses
 
#IndonesiaHallyuBookFestival #IHBFxLTIKorea #Klit #review_k_literature",@H4_n02,1,4,5,0,172
1407,,https://twitter.com/H4_n02/status/1708105071249211433,"10.02 PM · 30 Sep 2023",2023,Ini akan jadi kedua kalinya aku baca buku ini hehehehh,@H4_n02,1,0,4,0,54
1408,,https://twitter.com/H4_n02/status/1708105076412481981,10.02 PM · 30 Sep 2023,2023,Kenapa orang tuanya daehyeon gamau nganter mereka berangkat pas pulang? Maksudnya minimal nganter sampe ke depan kan,@H4_n03,1,0,4,0,116
1409,,https://twitter.com/H4_n02/status/1708105080585789717,10.02 PM · 30 Sep 2023,2023,Kenapa sih budaya keluarganya kek gitu? Terutama neneknya. Aneh. SUMPAH ANEH BGT,@H4_n04,1,0,4,0,80
1410,,https://twitter.com/H4_n02/status/1708105084771643627,10.02 PM · 30 Sep 2024,2023,Ini tuh neneknya sayang sama ibunya tapi diem² nuntut terus anjir,@H4_n05,1,0,4,0,65
1411,,https://twitter.com/H4_n02/status/1708105098654539846,10.02 PM · 30 Sep 2025,2023,Kenapa ibu dan bibinya kim ji yeong ga diperhatiin pendidikannya sama kakek nenek nya ji yeong? Pilih kasih,@H4_n06,1,0,4,0,107
1412,,https://twitter.com/H4_n02/status/1708105105659289678,10.02 PM · 30 Sep 2026,2023,"Yang ini masih kejadian sampai sekarang. Katanya klo anak cowo suka sama kita, mrk bakal ganggu kita. Padahal harusnya ga gitu
Harusnya anak cowo juga diajarin buat mengungkapkan kasih sayang dengan benar. Emg dasarnya caper aja sih",@H4_n07,1,0,4,0,233
1413,,https://twitter.com/H4_n02/status/1708105109807452655,10.02 PM · 30 Sep 2027,2023,"Ga adil, harusnya nomor urut ya berdasar absen. Anehhhhhh sumpahh anehhhhh",@H4_n08,1,0,4,0,74
1414,,https://twitter.com/H4_n02/status/1708105131131285817,10.02 PM · 30 Sep 2028,2023,The small revolution hehehhh,@H4_n09,1,0,4,0,28
1415,,https://twitter.com/H4_n02/status/1708105123413856296,10.02 PM · 30 Sep 2029,2023,Ini aturannya gila bgt terutama penggunaan stocking dan kaus kaki yg kek???? Wajib pake kaus kaki pas musim panas tapi gaboleh pake kaus kaki pas musim dingin?????? Gila?????,@H4_n10,1,0,4,0,174
1416,,https://twitter.com/H4_n02/status/1708105139561857398,10.02 PM · 30 Sep 2030,2023,Kokkk????? Apa salahnya menumpas perlakuan pelecehan seksual???? Kok salah???,@H4_n11,1,0,4,0,77
1417,,https://twitter.com/H4_n02/status/1708105143143809288,10.02 PM · 30 Sep 2031,2023,"Gw cukup suka betapa vokal-nya karakter eun yeongGw gatau kapan, tapi di Indo udh ada feminax dan kiranti yg diciptain buat ngeredain kram haid. Gatau dan gainget muncul nya kapan. Tapi cukup bersyukur krn di indo ada kiranti dan feminax",@H4_n12,1,0,4,0,237
1418,,https://twitter.com/H4_n02/status/1708105146910257216,10.02 PM · 30 Sep 2032,2023,Guru mesum kek gini bajingan bgt 🖕😀👊,@H4_n13,1,0,4,0,39
1419,,https://twitter.com/H4_n02/status/1708105223041093877,10.02 PM · 30 Sep 2033,2023,BAPAKNYA KLO GABISA NGUNGKAPIN KEKHAWATIRAN DENGAN BENAR MENDING GAUSAH BUKA MULUT!!! SEMUA BAPAK SAMA AJA!!!!!,@H4_n14,1,0,4,0,111
1420,,https://twitter.com/H4_n02/status/1708105231329063323,10.02 PM · 30 Sep 2034,2023,Trauma nya gila juga ya...,@H4_n15,1,0,4,0,26
1421,,https://twitter.com/H4_n02/status/1708105234982318431,10.02 PM · 30 Sep 2035,2023,Iya wehhhh. Kenapa cuma cewek doang yg dapet ekspektasi kek gitu 🥹🥹🥹,@H4_n16,1,0,4,0,71
1422,,https://twitter.com/H4_n02/status/1708105238782398621,10.03 PM · 30 Sep 2036,2023,"UU dan kementerian untuk kesetaraan gendernya udh ada dri lama. Beda sama kita, bru di sah-in tahun lalu klo gasalah. Tapi klo gasalah juga, di sokor sendiri penerapan UU nya juga ga maksimal",@H4_n17,1,0,4,0,191
1423,,https://twitter.com/H4_n02/status/1708105614575157257,10.04 PM · 30 Sep 2036,2023,Yg namanya penyesalan krn ga ngambil jalan hidup sesuai keinginan sendiri itu emg sakit sih...,@H4_n18,1,0,4,0,94
1424,,https://twitter.com/H4_n02/status/1708105728219922460,"10.05 PM · 30 Sep 2023",2023,Inner Child ibunya blom sembuh.....,@H4_n19,1,0,4,0,35
1425,,https://twitter.com/H4_n02/status/1708106004133781688,10.06 PM · 30 Sep 2023,2023,"Ga cuma anak², bapak² klo ga nemu barang pasti nanya nya ke ibu² wkwkkwk",@H4_n20,1,0,4,0,72
1426,,https://twitter.com/H4_n02/status/1708109079024218194,"10.18 PM · 30 Sep 2023
",2023,"Dari semua kesuksesan keluarga mrk, sebagian besar pengaruh usahanya ibunya ji yeong. Bapaknya cuma ngikut. Tapi yg dipuji, yg dielu²kan, yg disorot sama orang² cuma ayahnya ji yeong. Cuma krn dia laki² kepala keluarga",@H4_n21,1,0,4,0,218
1427,,https://twitter.com/H4_n02/status/1708122918193103141,"11.13 PM · 30 Sep 2023
",2023,"Reaksi gw setelah baca kurang lebih sama seperti terakhir kali sebelumnya. Lumayan berasa hampa dan ngawang. Pikiran gw saat selesai baca adalah ""gw gamau punya hidup kayak kim ji yeong. Gw takut g bakal punya hidup yg sama krn gw juga hidup di ekosistem yg sama""",@H4_n22,1,0,4,0,263
1428,,https://twitter.com/H4_n02/status/1708123140784869838,11.14 PM · 30 Sep 2023,2023,Dan hal ini msh ga berubah sampe skrg. Ditambah gw sekarang lagi haid hari pertama dan emosi nya jadi lumayan berasa. Pokoknya gitu,@H4_n23,1,0,4,0,131
1429,,https://twitter.com/H4_n02/status/1708125909847552404,"11.25 PM · 30 Sep 2023",2023,"Waktu mikir klo banyak ibu di dunia ini yg terpaksa nyerahin mimpinya demi keluarga dan anak, apalagi di mana banyak ibu yg mrk punya hobi dikit reaksi orang² tuh bakal nyinyir ""itu anak sama suaminya keurus gak sih?""",@H4_n24,1,0,4,0,217
1430,,https://twitter.com/H4_n02/status/1708126413772267681,"11.27 PM · 30 Sep 2023",2023,Padahal hobi yg ga seberapa itu lah yg bikin ibu² ini tetap waras selama ngurus keluarga,@H4_n25,1,0,4,0,88
1431,,https://twitter.com/H4_n02/status/1708133374815318445,"11.55 PM · 30 Sep 2023",2023,Apalagi pas baru² ini rame soal katanya klo udh jadi ibu udh ga layak lagi punya hobi. Misoginis betul wkwk,@H4_n26,1,0,4,0,107
1432,,https://twitter.com/H4_n02/status/1708136999612506198,12.09 AM · 1 Okt 2023,2023,"Setiap inget dan baca buku ini, gw selalu ngerasa takut, takut klo hidup gw berakhir sama seperti ji yeong, takut klo ternyata gw hrs mengorbankan mimpi gw yg selalu jadi pegangan gw untuk hidup dan tetap waras, takut klo gw kehilangan tujuan hidup gw",@H4_n27,1,0,4,0,251
1433,,https://twitter.com/noceuray/status/1708070066938613804,7.43 PM · 30 Sep 2023,2023,"⋆ ֹ ִ ⊹📜  REVIEW BUKU ⊹
 
⊹ How To Respect Myself
⊹ Yoon Hong Gyun
⊹ TransMedia Pustaka
⊹ May contain spoilers‼️

Tags. #IHBFestival #IHBFxLTIKorea #review_k_literature #KLit #IndonesiaHallyuBookFestival

Izin tag: 
@yrsoulmate
 
@iniakuikanmas
 
@darkbluje",@noceuray,2,2,10,2,272
1434,,https://twitter.com/noceuray/status/1708070070940016891,"7.43 PM · 30 Sep 2023",2023,"Review ini 100% berdasarkan apa yang aku baca dan pendapatku, sesuai gaya review kuu juga, semoga bisa dipahami dan selamat membaca review ku soal buku How To Respect Myself!",@noceuray,1,0,0,0,174
1435,,https://twitter.com/noceuray/status/1708070083141263538,7.43 PM · 30 Sep 2023,2023,"Jujur aja pas pertama baca aku ngerasa buku nya susah buat aku pahami, mungkin karena baru awal. karena aku tipe yang harus bener-bener paham pas baca buku self improvement, aku gak berani review kalau sekiranya hal yang disampaikan dari buku tersebut belum bisa aku pahami",@noceuray,1,0,0,0,273
1436,,https://twitter.com/noceuray/status/1708070091173372062,7.43 PM · 30 Sep 2023,2023,"Tapi setelah aku baca dan baca, aku. Ada yang menarik dari buku ini padahal baru di bagian satu begini kalimat nya ""Kita bisa berbagi kegelisahan dengan siapa saja, tetapi tidak ada yang terasa mendengarkannya dengan sepenuh hati. Akibatnya, kita diserang kesepian-",@noceuray,1,0,0,0,265
1437,,https://twitter.com/noceuray/status/1708070099989737672,7.43 PM · 30 Sep 2023,2023,"yang amat sangat meski ada banyak orang di sekitar kita"" aku ngerasa hal itu dirasain oleh beberapa orang, termasuk aku. makanya aku makin tertarik untuk lanjutin baca bukunya.",@noceuray,1,0,0,0,176
1438,,https://twitter.com/noceuray/status/1708070107573051644,"7.43 PM · 30 Sep 2023",2023,"Bagian II, Harga diri dalam pola percintaan. Mungkin gak sedikit orang yg ngerasa bahwa dirinya tidak layak dicintai, merasa bahwa ""mungkin mereka suka dengan aku di awal, Tapi, setelah kenal lebih jauh, pasti mereka akan kecewa"" di bab ini banyak membahas keraguan -",@noceuray,1,0,0,0,267
1439,,https://twitter.com/noceuray/status/1708070113080119390,"7.43 PM · 30 Sep 2023",2023,"dalam memulai sebuah hubungan. Masih di bagian yang sama aku ketemu sama kalimat yang menurut akuu ini bener-bener reminder buat setiap orang.
""Sepenting apa pun orang itu bagi kita, kita tidak boleh berhenti mencintai diri sendiri karena dia"" cakepp bgtt kalimat nya💗💗💗",@noceuray,1,0,0,0,274
1440,,https://twitter.com/noceuray/status/1708070120206319999,7.43 PM · 30 Sep 2023,2023,"di halaman 25 nanti kalian ketemu sama selembar halaman yang tersedia pertanyaan untuk kalian jujur ke diri kalian sendiri, aku pengin review di setiap halamannya karena banyak bgt hal-hal penting, tpi nanti spoiler nya jadi terlalu jauh hahaha",@noceuray,1,0,0,0,244
1441,,https://twitter.com/noceuray/status/1708070126208340264,7.43 PM · 30 Sep 2023,2023,"hal. 37 - 38
""Orang-orang yang harga dirinya sehat mempunyai anggapan bahwa 'Aku layak dicintai. Jadi, wajar kalau ada seseorang yang mencintaiku"" 
""Ketika kita tidak yakin bahwa diri kita pantas dicintai, kita jadi meragukan orang lain"" 😮😮😮",@noceuray,1,0,0,0,246
1442,,https://twitter.com/noceuray/status/1708070131396735343,7.43 PM · 30 Sep 2023,2023,"Setelah baca buku ini aku jadi ngerasa muncul persepektif yang berbeda dalam hidup, dlm bagaimana aku menghadapi masalah & tentunya aku jadi makin tau gimana caranya untuk selalu mencintai dan menghargai diri sendiri, hal tersebut sangat amat penting layaknya menghargai org lain.",@noceuray,1,0,0,0,280
1443,,https://twitter.com/noceuray/status/1708070136006189419,"7.43 PM · 30 Sep 2023",2023,"Lebih merasa pede saat memilih keputusan sekiranya hal tersebut sudah dipertimbangkan oleh diri sendiri, tanpa harus merasa bimbang dalam memutuskan segala hal dan terpengaruh pendapat atau penilaian dari orang lain.",@noceuray,1,0,0,0,216
1444,,https://twitter.com/yrsoulmate/status/1708120671728116008,11.04 PM · 30 Sep 2023,2023,"~ Ulasan Buku
📗: How to Respect Myself
✒️: Yoon Hong Gyun
✏️: Asti Ningsih (Translator) 

🏷:
#IHBFestival #IHBFxLTIKorea #review_k_literature #KLit #IndonesiaHallyuBookFestival

Tags: 
@noceuray
 
@cacabacabuku

@mrrcle",@yrsoulmate,1,8,17,4,234
1445,,https://twitter.com/yrsoulmate/status/1708120688807362885,"11.04 PM · 30 Sep 2023",2023,"How to Respect Myself atau di alih bahasa menjadi 'Seni Menghargai Diri Sendiri' merupakan kumpulan Esai dengan topik utama 𝐌𝐚𝐬𝐚𝐥𝐚𝐡 𝐡𝐚𝐫𝐠𝐚 𝐝𝐢𝐫𝐢.

Menariknya, buku ini ditulis langsung oleh ahlinya, seorang Psikiater bernama dr Yoon Hong Gyun.",@yrsoulmate,1,0,0,0,259
1446,,https://twitter.com/yrsoulmate/status/1708120702736593387,"11.04 PM · 30 Sep 2023",2023,"Tujuan utama dr Yoo dalam menuliskan buku ini untuk 𝐦𝐞𝐧𝐠𝐨𝐛𝐚𝐭𝐢 𝐝𝐚𝐧 𝐦𝐞𝐦𝐮𝐥𝐢𝐡𝐤𝐚𝐧 𝐡𝐚𝐫𝐠𝐚 𝐝𝐢𝐫𝐢. 

Alasan khusus lainnya, beliau merasa perlu menuliskan buku panduan untuk dibaca anaknya kelak.",@yrsoulmate,1,0,0,0,218
1447,,https://twitter.com/hashtag/IndonesiaHallyuBookFestival?src=hashtag_click,"11.04 PM · 30 Sep 2023",2023,"How to Respect Myself dituliskan dalam 7 bab utama dan memiliki prolog serta epilog. 

Semua babnya membahas hal terkait '𝐡𝐚𝐫𝐠𝐚 𝐝𝐢𝐫𝐢'

Dari mulai dampak rendah diri dalam berbagai aspek kehidupan, emosi apa saja yang ada dibaliknya, dan perasaan yang menghambat.",@yrsoulmate,1,0,0,0,275
1448,,https://twitter.com/yrsoulmate/status/1708120712941380088,"11.04 PM · 30 Sep 2023",2023,"Tak hanya itu, dr Yoo juga membagikan tips untuk memulihkan harga diri. 

Beliau juga bercerita pengalaman pribadinya sebagai dokter jiwa sekaligus manusia yang pernah mengalami masalah harga diri.",@yrsoulmate,1,0,0,0,199
1449,,https://twitter.com/yrsoulmate/status/1708120726820327840,"11.04 PM · 30 Sep 2023",2023,"Hal paling menarik, How to Respect Myself menyediakan lembar jawab yang bisa kita isi, berasa lagi jurnaling. 

Lembar jawab ini membantu kita brain storming masalah apa sih yang sebenarnya kita rasakan terkait 'harga diri'",@yrsoulmate,1,0,0,0,225
1450,,https://twitter.com/yrsoulmate/status/1708120735439573322,"11.04 PM · 30 Sep 2023",2023,"dr Yoo juga menanyakan nih kepada pembaca
""Alasan apa yang membuat kita membaca buku ini"" 

Alasanku ada tiga: 
1. Mengurangi Overthinking.
2. Ingin merasa nyaman hanya ditemani diri sendiri.
3. Tidak berlarut-larut saat gagal.

Apakah tercapai?
Well, let's see~",@yrsoulmate,1,0,0,0,271
1451,,https://twitter.com/yrsoulmate/status/1708139973080486184,"12.21 AM · 1 Okt 2023",2023,"𝟏. 𝐃𝐞𝐬𝐚𝐢𝐧 𝐁𝐮𝐤𝐮

• Spine buku floppy bikin nyaman pas baca.

• Fontnya besar & dibuat menjadi beberapa paragraf. Sehingga, pas pembahasan rumit, kita yang baca nggak spaneng lihat banyak tulisan.

• Banyak Sub-bab berisi beberapa macam bahasan, dengan judul berbeda.",@yrsoulmate,1,0,0,0,282
1452,,https://twitter.com/yrsoulmate/status/1708142364446097710,"12.30 AM · 1 Okt 2023",2023,"𝟐. 𝐀𝐰𝐚𝐫𝐞𝐧𝐞𝐬𝐬

How to Respect Myself sangat membantuku untuk meningkatkan kesadaran diri. 

Berbagai pernyataan yang dituliskan disini membuatku berpikir ulang. 

""Oh, ternyata emosi dan kejadian seperti ini disebabkan karena rendahnya harga diri.""",@yrsoulmate,1,0,0,0,263
1453,,https://twitter.com/yrsoulmate/status/1708144340089090270,"12.38 AM · 1 Okt 2023",2023,"𝟑. 𝐓𝐨𝐧𝐞 𝐒𝐚𝐫𝐤𝐚𝐬𝐦𝐞

Salah satu yang unik di dalam buku ini. Dokter Yoo beberapa kali menampar pembacanya dengan narasinya yang super blak-blakan.

Contohnya di tweet ini, pas baca jelas aku tercengang. ",@yrsoulmate,1,0,0,0,217
1454,,https://twitter.com/yrsoulmate/status/1708149659313836449,12.59 AM · 1 Okt 2023,2023,"𝟏. 𝐏𝐞𝐦𝐢𝐥𝐢𝐡𝐚𝐧 𝐊𝐚𝐭𝐚 

Terjemahannya bisa dibilang sudah ""Oke."" Secara keseluruhan, pas baca ya enak aja.

Tetapi, banyak pemilihan kata yang  'kurang' 

Kadang harus kubaca berulang kali baru paham, dan banyak juga kata yang membuat aku mengernyitkan dahi.",@yrsoulmate,1,0,0,0,274
1455,,https://twitter.com/yrsoulmate/status/1708152811400445996,"1.12 AM · 1 Okt 2023
",2023,"𝟐. 𝐓𝐚𝐧𝐠𝐠𝐮𝐧𝐠 

Topik yang diangkat disini semuanya menarik. Sayangnya serba tanggung. 

Setiap topik kurang digali lebih detail, sehingga masih menimbulkan pertanyaan di benakku pas selesai baca.",@yrsoulmate,1,0,0,0,207
1456,,https://twitter.com/yrsoulmate/status/1708157468474548414,1.30 AM · 1 Okt 2023,2023,"𝐊𝐞𝐬𝐢𝐦𝐩𝐮𝐥𝐚𝐧𝐧𝐲𝐚? 

Seperti yang dikatakan penulis, membaca buku psikologi tanpa  mempraktekannya akan sia-sia. 

Dan, tentu saja buku ini cocok banget dibaca buat kamu yang masih mempertanyakan segala hal terkait harga diri.",@yrsoulmate,1,0,0,0,239
1457,,https://twitter.com/yrsoulmate/status/1708160794469470695,1.44 AM · 1 Okt 2023,2023,"Daaaan 🥁🥁🥁
⭐️ 3,5/5 untuk How to Respect Myself 

Akhir kata, aku ingin membagikan quotes favk",@yrsoulmate,0,0,2,0,100
1458,,https://twitter.com/kumbangbookclub/status/1674974076090331136,11.51 AM · 1 Jul 2023,2023,"INDONESIA HALLYU BOOK CLUB

🎉 INDONESIA HALLYU BOOK FESTIVAL 🎉

Kamu kpopers? Kamu bookworms? Atau keduanya? Jangan sampai ketinggalan festival seru dengan berbagai rangkaian acara menarik bersama teman-teman kpopers kamu 😆 Stay tuned! #IndonesiaHallyuBookFestival",@kumbangbookclub,1,0,0,0,267
1459,,https://twitter.com/kumbangbookclub/status/1674974083581353984,11.51 AM · 1 Jul 2023,2023,Berikut rangkaian acara Indonesia Hallyu Book Festival yang bisa kalian ikuti. Banyak hadiah menanti loh 😆 Catat tanggalnya dan jangan sampai ketinggalan!,@kumbangbookclub,1,0,0,0,155
1460,,https://twitter.com/kumbangbookclub/status/1674974092703981568,11.51 AM · 1 Jul 2023,2023,Big thanks untuk pihak-pihak yang mendukung acara Indonesia Hallyu Book Festival. Saranghae 🫶🏻,@kumbangbookclub,0,0,1,0,96
